db_id	quality	adom_id	substrate	smiles	module	nrps_prot_id	adom_protein_start	adom_protein_end	adom_nucleotide_start_end_strand	locus_tag	genomic_id	mibig_id	neighbours	taxid	lineage
ADD1724	gold	DMH18_08095_AMP-binding.2	tryptophan	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N	2	RSO11556.1	2034.0	2441.0	(115781, 117002, '(-)')	DMH18_08095	QHJP01000004	BGC0002637	['DMH18_08095_Epimerization.2', 'DMH18_08095_PCP.2']	2203211	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces sp. WAC 06783'}
ADD1725	gold	yruck0001_11740_AMP-binding.1	cysteine	C([C@@H](C(=O)O)N)S	1	EEP98516.1	532.0	926.0	(10374, 11556, '(-)')	yruck0001_11740	ACCC01000028	BGC0002091	['yruck0001_11740_PCP.1', 'yruck0001_11740_Heterocyclization.1']	527005	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Enterobacterales', 'family': 'Yersiniaceae', 'genus': 'Yersinia', 'species': 'Yersinia ruckeri'}
ADD1733	gold	J5226_16945_AMP-binding.1	alanine	C[C@@H](C(=O)O)N	1	QWP75305.1	60.0	454.0	(3930248, 3931430, '(-)')	J5226_16945	CP072597	BGC0002126	['J5226_16945_Condensation_LCL.2', 'J5226_16945_Condensation_Dual.1', 'J5226_16945_Condensation_LCL.1', 'J5226_16945_PCP.1']	2820808	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp. K5869'}
ADD1734	gold	J5226_16945_AMP-binding.2	leucine	CC(C)C[C@@H](C(=O)O)N	2	QWP75305.1	1117.0	1514.0	(3927068, 3928259, '(-)')	J5226_16945	CP072597	BGC0002126	['J5226_16945_Condensation_Dual.2', 'J5226_16945_PCP.2']	2820808	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp. K5869'}
ADD1735	gold	J5226_16945_AMP-binding.3	arginine	C(C[C@@H](C(=O)O)N)CN=C(N)N	3	QWP75305.1	2195.0	2598.0	(3923816, 3925025, '(-)')	J5226_16945	CP072597	BGC0002126	['J5226_16945_Condensation_Dual.3', 'J5226_16945_Condensation_LCL.3', 'J5226_16945_PCP.3']	2820808	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp. K5869'}
ADD1736	gold	J5226_16945_AMP-binding.4	asparagine	C([C@@H](C(=O)O)N)C(=O)N	4	QWP75305.1	3280.0	3689.0	(3920543, 3921770, '(-)')	J5226_16945	CP072597	BGC0002126	['J5226_16945_PCP.4']	2820808	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp. K5869'}
ADD1737	gold	J5226_16945_AMP-binding.5	asparagine	C([C@@H](C(=O)O)N)C(=O)N	5	QWP75305.1	4795.0	5205.0	(3915995, 3917225, '(-)')	J5226_16945	CP072597	BGC0002126	['J5226_16945_PCP.5']	2820808	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp. K5869'}
ADD1738	gold	J5226_16945_AMP-binding.6	tyrosine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	6	QWP75305.1	5892.0	6291.0	(3912737, 3913934, '(-)')	J5226_16945	CP072597	BGC0002126	['J5226_16945_PCP.6']	2820808	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp. K5869'}
ADD1739	gold	J5226_16940_AMP-binding.1	leucine	CC(C)C[C@@H](C(=O)O)N	1	QWP75304.1	513.0	911.0	(3909405, 3910599, '(-)')	J5226_16940	CP072597	BGC0002126	['J5226_16940_Thioesterase.1', 'J5226_16940_PCP.1', 'J5226_16940_Condensation_LCL.1']	2820808	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp. K5869'}
ADD1740	gold	J5226_16940_AMP-binding.2	isoleucine	CC[C@H](C)[C@@H](C(=O)O)N	2	QWP75304.1	1574.0	1981.0	(3906195, 3907416, '(-)')	J5226_16940	CP072597	BGC0002126	['J5226_16940_PCP.2', 'J5226_16940_Condensation_LCL.2']	2820808	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Gammaproteobacteria', 'order': 'Xanthomonadales', 'family': 'Xanthomonadaceae', 'genus': 'Lysobacter', 'species': 'Lysobacter sp. K5869'}
ADD1801	gold	THAR02_03289_AMP-binding.1	tyrosine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	1	KKP04599.1	3012.0	3420.0	(40865, 42089, '(+)')	THAR02_03289	JOKZ01000072	BGC0002066	['THAR02_03289_cMT.1', 'THAR02_03289_Condensation_LCL.1', 'THAR02_03289_PP-binding.1', 'THAR02_03289_TD.1']	5544	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Sordariomycetes', 'order': 'Hypocreales', 'family': 'Hypocreaceae', 'genus': 'Trichoderma', 'species': 'Trichoderma harzianum'}
ADD1812	gold	FGSG_08209_AMP-binding.1	serine	C([C@@H](C(=O)O)N)O	1	ESU15173.1	1006.0	1404.0	(2588687, 2589881, '(-)')	FGSG_08209	CM000575	BGC0002186	['FGSG_08209_Condensation_DCL.4', 'FGSG_08209_PCP.1', 'FGSG_08209_Condensation_DCL.1']	229533	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Sordariomycetes', 'order': 'Hypocreales', 'family': 'Nectriaceae', 'genus': 'Fusarium', 'species': 'Fusarium graminearum'}
ADD1813	gold	FGSG_08209_AMP-binding.2	3-aminoisobutyric acid	CC(CN)C(=O)O	2	ESU15173.1	2101.0	2500.0	(2585399, 2586596, '(-)')	FGSG_08209	CM000575	BGC0002186	['FGSG_08209_PCP.2', 'FGSG_08209_Condensation_DCL.2']	229533	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Sordariomycetes', 'order': 'Hypocreales', 'family': 'Nectriaceae', 'genus': 'Fusarium', 'species': 'Fusarium graminearum'}
ADD1814	gold	FGSG_08209_AMP-binding.3	glutamine	C(CC(=O)N)[C@@H](C(=O)O)N	3	ESU15173.1	3204.0	3609.0	(2582072, 2583287, '(-)')	FGSG_08209	CM000575	BGC0002186	['FGSG_08209_PCP.3', 'FGSG_08209_Condensation_DCL.3']	229533	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Sordariomycetes', 'order': 'Hypocreales', 'family': 'Nectriaceae', 'genus': 'Fusarium', 'species': 'Fusarium graminearum'}
ADD1817	gold	CCM_01285_AMP-binding.1	phenylalanine	C1=CC=C(C=C1)C[C@@H](C(=O)O)N	1	EGX96627.1	590.0	984.0	(4133349, 4134531, '(+)')	CCM_01285	JH126399	BGC0002259	['CCM_01285_PP-binding.1', 'CCM_01285_Condensation_DCL.1', 'CCM_01285_PCP.1', 'CCM_01285_Epimerization.1', 'CCM_01285_Condensation_DCL.4']	983644	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Sordariomycetes', 'order': 'Hypocreales', 'family': 'Cordycipitaceae', 'genus': 'Cordyceps', 'species': 'Cordyceps militaris'}
ADD1818	gold	CCM_01285_AMP-binding.2	alanine	C[C@@H](C(=O)O)N	2	EGX96627.1	2161.0	2551.0	(4138062, 4139232, '(+)')	CCM_01285	JH126399	BGC0002259	['CCM_01285_Condensation_DCL.2', 'CCM_01285_PCP.2']	983644	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Sordariomycetes', 'order': 'Hypocreales', 'family': 'Cordycipitaceae', 'genus': 'Cordyceps', 'species': 'Cordyceps militaris'}
ADD1819	gold	CCM_01285_AMP-binding.3	leucine	CC(C)C[C@@H](C(=O)O)N	3	EGX96627.1	3254.0	3647.0	(4141341, 4142520, '(+)')	CCM_01285	JH126399	BGC0002259	['CCM_01285_Condensation_DCL.3', 'CCM_01285_PCP.3']	983644	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Sordariomycetes', 'order': 'Hypocreales', 'family': 'Cordycipitaceae', 'genus': 'Cordyceps', 'species': 'Cordyceps militaris'}
ADD1834	gold	UHJ79948.1_AMP-binding.1	4-amino-2-hydroxy-3-isopropoxybenzoic acid	CC(C)OC1=C(C=CC(=C1O)C(=O)O)N	1	UHJ79948.1	36.0	437.0	(9877, 11080, '(+)')	UHJ79948.1	MZ165589	BGC0002654	['UHJ79948.1_PCP.1', 'UHJ79948.1_Condensation_LCL.1', 'UHJ79948.1_Thioesterase.1']	77133	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': nan, 'class': nan, 'order': nan, 'family': nan, 'genus': nan, 'species': 'uncultured bacterium'}
ADD1835	gold	UHJ79948.1_AMP-binding.2	para-aminobenzoic acid	O=C(O)c1ccc(N)cc1	2	UHJ79948.1	1099.0	1513.0	(13066, 14308, '(+)')	UHJ79948.1	MZ165589	BGC0002654	['UHJ79948.1_PCP.2']	77133	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': nan, 'class': nan, 'order': nan, 'family': nan, 'genus': nan, 'species': 'uncultured bacterium'}
ADD1836	gold	UHJ79951.1_AMP-binding.1	para-aminobenzoic acid	O=C(O)c1ccc(N)cc1	1	UHJ79951.1	801.0	1215.0	(20489, 21731, '(+)')	UHJ79951.1	MZ165589	BGC0002654	['UHJ79951.1_Condensation_LCL.1', 'UHJ79951.1_PCP.1', 'UHJ79951.1_Heterocyclization.1']	77133	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': nan, 'class': nan, 'order': nan, 'family': nan, 'genus': nan, 'species': 'uncultured bacterium'}
ADD1837	gold	UHJ79951.1_AMP-binding.2	cysteine	C([C@@H](C(=O)O)N)S	2	UHJ79951.1	1882.0	2283.0	(23732, 24935, '(+)')	UHJ79951.1	MZ165589	BGC0002654	['UHJ79951.1_PCP.2', 'UHJ79951.1_Heterocyclization.2', 'UHJ79951.1_Condensation_LCL.2']	77133	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': nan, 'class': nan, 'order': nan, 'family': nan, 'genus': nan, 'species': 'uncultured bacterium'}
ADD1838	gold	UHJ79951.1_AMP-binding.3	cysteine	C([C@@H](C(=O)O)N)S	3	UHJ79951.1	2954.0	3351.0	(26948, 28139, '(+)')	UHJ79951.1	MZ165589	BGC0002654	['UHJ79951.1_PCP.3', 'UHJ79951.1_Condensation_LCL.3']	77133	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': nan, 'class': nan, 'order': nan, 'family': nan, 'genus': nan, 'species': 'uncultured bacterium'}
ADD1839	gold	UHJ79951.1_AMP-binding.4	asparagine	C([C@@H](C(=O)O)N)C(=O)N	4	UHJ79951.1	4003.0	4421.0	(30095, 31349, '(+)')	UHJ79951.1	MZ165589	BGC0002654	['UHJ79951.1_PCP.4']	77133	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': nan, 'class': nan, 'order': nan, 'family': nan, 'genus': nan, 'species': 'uncultured bacterium'}
ADD1840	gold	UHJ79951.1_AMP-binding.5	para-aminobenzoic acid	O=C(O)c1ccc(N)cc1	5	UHJ79951.1	5089.0	5419.0	(33353, 34343, '(+)')	UHJ79951.1	MZ165589	BGC0002654	[]	77133	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': nan, 'class': nan, 'order': nan, 'family': nan, 'genus': nan, 'species': 'uncultured bacterium'}
ADD1841	gold	UHJ79953.1_AMP-binding.1	alanine	C[C@@H](C(=O)O)N	1	UHJ79953.1	462.0	853.0	(37873, 39046, '(+)')	UHJ79953.1	MZ165589	BGC0002654	['UHJ79953.1_Condensation_Starter.1', 'UHJ79953.1_PCP.1', 'UHJ79953.1_Condensation_LCL.1']	77133	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': nan, 'class': nan, 'order': nan, 'family': nan, 'genus': nan, 'species': 'uncultured bacterium'}
ADD1842	gold	UHJ79953.1_AMP-binding.2	serine	C([C@@H](C(=O)O)N)O	2	UHJ79953.1	1520.0	1918.0	(41047, 42241, '(+)')	UHJ79953.1	MZ165589	BGC0002654	['UHJ79953.1_PCP.2', 'UHJ79953.1_Condensation_LCL.2']	77133	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': nan, 'class': nan, 'order': nan, 'family': nan, 'genus': nan, 'species': 'uncultured bacterium'}
ADD1843	gold	UHJ79953.1_AMP-binding.3	alanine	C[C@@H](C(=O)O)N	3	UHJ79953.1	2580.0	2968.0	(44227, 45391, '(+)')	UHJ79953.1	MZ165589	BGC0002654	['UHJ79953.1_PCP.3']	77133	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': nan, 'class': nan, 'order': nan, 'family': nan, 'genus': nan, 'species': 'uncultured bacterium'}
ADD1844	gold	FNF07_04275_AMP-binding.1	3R-hydroxyaspartic acid	N[C@@H]([C@H](C(=O)O)O)(C(=O)O)	1	TRX17524.1	7.0	263.0	(958004, 958772, '(-)')	FNF07_04275	VJZF01000001	BGC0002329	['FNF07_04275_TIGR01720.1', 'FNF07_04275_Epimerization.1', 'FNF07_04275_Condensation_LCL.1', 'FNF07_04275_Condensation_DCL.1', 'FNF07_04275_PCP.1']	28094	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Trinickia', 'species': 'Trinickia caryophylli'}
ADD1845	gold	FNF07_04275_AMP-binding.2	threonine	C[C@H]([C@@H](C(=O)O)N)O	2	TRX17524.1	995.0	1410.0	(954563, 955808, '(-)')	FNF07_04275	VJZF01000001	BGC0002329	['FNF07_04275_Condensation_DCL.2', 'FNF07_04275_PCP.2']	28094	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Trinickia', 'species': 'Trinickia caryophylli'}
ADD1846	gold	FNF07_04275_AMP-binding.3	threonine	C[C@H]([C@@H](C(=O)O)N)O	3	TRX17524.1	2111.0	2516.0	(951245, 952460, '(-)')	FNF07_04275	VJZF01000001	BGC0002329	['FNF07_04275_Condensation_DCL.3', 'FNF07_04275_PCP.3']	28094	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Trinickia', 'species': 'Trinickia caryophylli'}
ADD1847	gold	FNF07_04275_AMP-binding.4	N5-nitroso-N5-hydroxyornithine	O=NN(CCC[C@@H](C(=O)O)N)O	4	TRX17524.1	3212.0	3633.0	(947894, 949157, '(-)')	FNF07_04275	VJZF01000001	BGC0002329	['FNF07_04275_PCP.4']	28094	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Trinickia', 'species': 'Trinickia caryophylli'}
ADD1848	gold	FNF07_04275_AMP-binding.5	glycine	NCC(=O)O	5	TRX17524.1	4752.0	5146.0	(943355, 944537, '(-)')	FNF07_04275	VJZF01000001	BGC0002329	['FNF07_04275_PCP.5']	28094	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Trinickia', 'species': 'Trinickia caryophylli'}
ADD1849	gold	FNF07_04270_AMP-binding.1	N5-nitroso-N5-hydroxyornithine	O=NN(CCC[C@@H](C(=O)O)N)O	1	TRX17523.1	525.0	958.0	(939799, 941098, '(-)')	FNF07_04270	VJZF01000001	BGC0002329	['FNF07_04270_Thioesterase.1', 'FNF07_04270_TIGR01720.1', 'FNF07_04270_Epimerization.1', 'FNF07_04270_PCP.1', 'FNF07_04270_Condensation_LCL.1']	28094	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Pseudomonadota', 'class': 'Betaproteobacteria', 'order': 'Burkholderiales', 'family': 'Burkholderiaceae', 'genus': 'Trinickia', 'species': 'Trinickia caryophylli'}
ADD1850	gold	QNH68024.1_AMP-binding.1	phenylalanine	C1=CC=C(C=C1)C[C@@H](C(=O)O)N	1	QNH68024.1	3063.0	3475.0	(23953, 25189, '(+)')	QNH68024.1	MT603584	BGC0002268	['QNH68024.1_cMT.1', 'QNH68024.1_Condensation_LCL.1', 'QNH68024.1_PCP.1', 'QNH68024.1_TD.1']	5081	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Eurotiomycetes', 'order': 'Eurotiales', 'family': 'Aspergillaceae', 'genus': 'Penicillium', 'species': 'Penicillium sp.'}
ADD1857	gold	Nocox_13350_AMP-binding.1	4-hydroxyphenylglycine	C1=CC(=CC=C1[C@@H](C(=O)O)N)O	1	QYC40287.1	10.0	398.0	(2850113, 2851277, '(+)')	Nocox_13350	CP068985	BGC0002344	['Nocox_13350_PCP.1', 'Nocox_13350_Cglyc.1', 'Nocox_13350_Epimerization.1', 'Nocox_13350_TIGR01720.1']	1122611	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Streptosporangiales', 'family': 'Streptosporangiaceae', 'genus': 'Nonomuraea', 'species': 'Nonomuraea coxensis'}
ADD1858	gold	Nocox_13350_AMP-binding.2	tyrosine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	2	QYC40287.1	1038.0	1425.0	(2853197, 2854358, '(+)')	Nocox_13350	CP068985	BGC0002344	['Nocox_13350_PCP.2']	1122611	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Streptosporangiales', 'family': 'Streptosporangiaceae', 'genus': 'Nonomuraea', 'species': 'Nonomuraea coxensis'}
ADD1859	gold	Nocox_13355_AMP-binding.1	3,5-dihydroxyphenylglycine	N[C@H](C(=O)O)c1cc(O)cc(O)c1	1	QYC40288.1	465.0	853.0	(2857756, 2858920, '(+)')	Nocox_13355	CP068985	BGC0002344	['Nocox_13355_NRPS-COM_Nterm.1', 'Nocox_13355_Cglyc.1', 'Nocox_13355_PCP.1']	1122611	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Streptosporangiales', 'family': 'Streptosporangiaceae', 'genus': 'Nonomuraea', 'species': 'Nonomuraea coxensis'}
ADD1860	gold	Nocox_13360_AMP-binding.1	4-hydroxyphenylglycine	C1=CC(=CC=C1[C@@H](C(=O)O)N)O	1	QYC40289.1	459.0	853.0	(2861265, 2862447, '(+)')	Nocox_13360	CP068985	BGC0002344	['Nocox_13360_NRPS-COM_Nterm.1', 'Nocox_13360_Cglyc.1', 'Nocox_13360_PCP.1', 'Nocox_13360_Epimerization.1', 'Nocox_13360_TIGR01720.1']	1122611	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Streptosporangiales', 'family': 'Streptosporangiaceae', 'genus': 'Nonomuraea', 'species': 'Nonomuraea coxensis'}
ADD1861	gold	Nocox_13360_AMP-binding.2	4-hydroxyphenylglycine	C1=CC(=CC=C1[C@@H](C(=O)O)N)O	2	QYC40289.1	1951.0	2348.0	(2865741, 2866932, '(+)')	Nocox_13360	CP068985	BGC0002344	['Nocox_13360_Cglyc.2', 'Nocox_13360_PCP.2', 'Nocox_13360_Epimerization.2', 'Nocox_13360_TIGR01720.2']	1122611	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Streptosporangiales', 'family': 'Streptosporangiaceae', 'genus': 'Nonomuraea', 'species': 'Nonomuraea coxensis'}
ADD1862	gold	Nocox_13360_AMP-binding.3	tyrosine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	3	QYC40289.1	3471.0	3863.0	(2870301, 2871477, '(+)')	Nocox_13360	CP068985	BGC0002344	['Nocox_13360_Cglyc.3', 'Nocox_13360_PCP.3']	1122611	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Streptosporangiales', 'family': 'Streptosporangiaceae', 'genus': 'Nonomuraea', 'species': 'Nonomuraea coxensis'}
ADD1863	gold	Nocox_13365_AMP-binding.1	3,5-dihydroxyphenylglycine	N[C@H](C(=O)O)c1cc(O)cc(O)c1	1	QYC40290.1	471.0	871.0	(2873565, 2874765, '(+)')	Nocox_13365	CP068985	BGC0002344	['Nocox_13365_NRPS-COM_Nterm.1', 'Nocox_13365_Cglyc.1', 'Nocox_13365_PCP.1', 'Nocox_13365_X.1', 'Nocox_13365_Thioesterase.1']	1122611	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Streptosporangiales', 'family': 'Streptosporangiaceae', 'genus': 'Nonomuraea', 'species': 'Nonomuraea coxensis'}
ADD1864	gold	ATEG_02004_AMP-binding.1	4-hydroxyphenylpyruvic acid	C1=CC(=CC=C1CC(=O)C(=O)O)O	1	EAU36966.1	12.0	436.0	(329383, 330655, '(-)')	ATEG_02004	CH476596	BGC0002274	['ATEG_02004_Thioesterase.1', 'ATEG_02004_PP-binding.1']	341663	{'domain': 'Eukaryota', 'kingdom': 'Fungi', 'phylum': 'Ascomycota', 'class': 'Eurotiomycetes', 'order': 'Eurotiales', 'family': 'Aspergillaceae', 'genus': 'Aspergillus', 'species': 'Aspergillus terreus'}
ADD1866	gold	UEF20591.1_AMP-binding.1	tyrosine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	1	UEF20591.1	363.0	755.0	(6609, 7785, '(-)')	UEF20591.1	MW740414	BGC0002360	['UEF20591.1_TIGR01720.1', 'UEF20591.1_Epimerization.1', 'UEF20591.1_PCP.1', 'UEF20591.1_Condensation_LCL.1']	47760	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces aurantiacus'}
ADD1867	gold	UEF20592.1_AMP-binding.1	tyrosine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	1	UEF20592.1	464.0	863.0	(9764, 10961, '(-)')	UEF20592.1	MW740414	BGC0002360	['UEF20592.1_PCP.1', 'UEF20592.1_Condensation_Starter.1']	47760	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces aurantiacus'}
ADD1868	gold	UEF20578.1_AMP-binding.1	leucine	CC(C)C[C@@H](C(=O)O)N	1	UEF20578.1	475.0	874.0	(14444, 15641, '(+)')	UEF20578.1	MW740414	BGC0002360	['UEF20578.1_NRPS-COM_Nterm.1', 'UEF20578.1_Cglyc.1', 'UEF20578.1_PCP.1', 'UEF20578.1_Condensation_LCL.1']	47760	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces aurantiacus'}
ADD1869	gold	UEF20578.1_AMP-binding.2	aspartic acid	C([C@@H](C(=O)O)N)C(=O)O	2	UEF20578.1	1534.0	1936.0	(17621, 18827, '(+)')	UEF20578.1	MW740414	BGC0002360	['UEF20578.1_PCP.2', 'UEF20578.1_Condensation_LCL.2']	47760	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces aurantiacus'}
ADD1870	gold	UEF20578.1_AMP-binding.3	serine	C([C@@H](C(=O)O)N)O	3	UEF20578.1	2607.0	3009.0	(20840, 22046, '(+)')	UEF20578.1	MW740414	BGC0002360	['UEF20578.1_PCP.3']	47760	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces aurantiacus'}
ADD1871	gold	UEF20580.1_AMP-binding.1	5-methoxytyrosine	C1=C(OC)C(=CC=C1C[C@@H](C(=O)O)N)O	1	UEF20580.1	469.0	868.0	(25148, 26345, '(+)')	UEF20580.1	MW740414	BGC0002360	['UEF20580.1_Condensation_LCL.1', 'UEF20580.1_PCP.1', 'UEF20580.1_Epimerization.1', 'UEF20580.1_TIGR01720.1', 'UEF20580.1_Condensation_DCL.1', 'UEF20580.1_Thioesterase.1']	47760	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces aurantiacus'}
ADD1872	gold	UEF20580.1_AMP-binding.2	leucine	CC(C)C[C@@H](C(=O)O)N	2	UEF20580.1	2023.0	2415.0	(29810, 30986, '(+)')	UEF20580.1	MW740414	BGC0002360	['UEF20580.1_PCP.2', 'UEF20580.1_Condensation_LCL.2']	47760	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces aurantiacus'}
ADD1873	gold	UEF20580.1_AMP-binding.3	glycine	NCC(=O)O	3	UEF20580.1	3079.0	3477.0	(32978, 34172, '(+)')	UEF20580.1	MW740414	BGC0002360	['UEF20580.1_PCP.3']	47760	{'domain': 'Bacteria', 'kingdom': nan, 'phylum': 'Actinomycetota', 'class': 'Actinomycetes', 'order': 'Kitasatosporales', 'family': 'Streptomycetaceae', 'genus': 'Streptomyces', 'species': 'Streptomyces aurantiacus'}
